split,image,label,lesion_frac,leaf_frac,status,pred,confidence,answered_wrong,wrong_top_class
val,cercospora/a3988d868d6b0896e3fc.jpg,Cercospora,0.0006092607636068237,0.08904803240740741,accepted,Cercospora,0.9896788597106934,False,False
val,cercospora/a497c166c5331f0b0a21.jpg,Cercospora,0.00539589911667133,0.2262279369212963,accepted,Cercospora,0.962695300579071,False,False
val,cercospora/a881b61f15c0445230da.jpg,Cercospora,0.040773925464225425,0.20890299479166666,accepted,Cercospora,0.9920216202735901,False,False
val,cercospora/a90826a93efaa67cd758.jpg,Cercospora,0.03256578947368421,0.05497685185185185,accepted,Cercospora,0.9976242184638977,False,False
val,cercospora/afc418b7fed911ef42e9.jpg,Cercospora,0.013858267716535434,0.05741825810185185,uncertain,Cercospora,0.8190915584564209,False,False
val,cercospora/b40880046c5d8a693463.jpg,Cercospora,0.15791065846526167,0.08967194733796297,accepted,Cercospora,0.9539908170700073,False,False
val,cercospora/b7108524592e31bcb298.jpg,Cercospora,0.023412605239325125,0.26957646122685186,accepted,Cercospora,0.9970428347587585,False,False
val,cercospora/bb1341941fac5aebd6c0.jpg,Cercospora,0.0026471366804906027,0.10247576678240741,rejected,,,False,False
val,cercospora/c515488b48ec1ea5beb6.jpg,Cercospora,0.004496686651940676,0.11461950231481481,accepted,Cercospora,0.9985799789428711,False,False
val,cercospora/c7d39112e3ac6b573e52.jpg,Cercospora,0.010207939508506616,0.0717502170138889,accepted,Cercospora,0.9990068078041077,False,False
val,cercospora/c906d577e684a39160c0.jpg,Cercospora,0.039808052151868174,0.29960575810185186,accepted,Cercospora,0.977296769618988,False,False
val,cercospora/c955c90adfd11c95bf51.jpg,Cercospora,0.0,0.03860134548611111,accepted,Cercospora,0.9890843033790588,False,False
val,cercospora/c96032ac7bf98d8547db.jpg,Cercospora,0.0011464603038119805,0.06309678819444445,accepted,Cercospora,0.9989762306213379,False,False
val,cercospora/cc47700efbe3297798a9.jpg,Cercospora,0.00331387091683762,0.1719021267361111,accepted,Cercospora,0.9966756105422974,False,False
val,cercospora/cd6d5d53c9ffa2b2db5f.jpg,Cercospora,0.04974831316268609,0.1688548900462963,accepted,Cercospora,0.9988627433776855,False,False
val,cercospora/d0af46b83439420dbc30.jpg,Cercospora,0.012729068363875782,0.08240198206018519,accepted,Cercospora,0.9970030188560486,False,False
val,cercospora/d19e264bedb5f8e6e043.jpg,Cercospora,0.08315512010742528,0.18181242766203703,accepted,Cercospora,0.9994176626205444,False,False
val,cercospora/d26ca54c96263d9d44dd.jpg,Cercospora,0.006318654612617867,0.093017578125,accepted,Cercospora,0.9991092085838318,False,False
val,cercospora/d51c0482e0a7045245ad.jpg,Cercospora,0.03622766929788118,0.10882342303240741,accepted,Cercospora,0.9983826875686646,False,False
val,cercospora/dba0eba48553be843521.jpg,Cercospora,0.032160804020100506,0.1439525462962963,accepted,Cercospora,0.9984291195869446,False,False
val,cercospora/e42d9eb77f10c5786198.jpg,Cercospora,0.03172779496243924,0.10231300636574074,accepted,Cercospora,0.99933260679245,False,False
val,cercospora/e5b0a6ec00b6d1845a3d.jpg,Cercospora,0.05954118873826903,0.1734302662037037,accepted,Cercospora,0.9985646605491638,False,False
val,cercospora/f086aedd83141e5bdb99.jpg,Cercospora,0.13859579923084508,0.18339482060185186,accepted,Cercospora,0.9980998635292053,False,False
val,cercospora/f58a77d7038a6bfc936d.jpg,Cercospora,0.009851822186623949,0.11289243344907407,accepted,Cercospora,0.9527025818824768,False,False
val,cercospora/f86a76b2a9d74136250a.jpg,Cercospora,0.05088610218675511,0.0872486255787037,accepted,Cercospora,0.9955462217330933,False,False
val,cercospora/f894fe70def83fa84d3b.jpg,Cercospora,0.000366121552355382,0.14818431712962962,accepted,Cercospora,0.9969026446342468,False,False
val,cercospora/f8a287612906283c2e04.jpg,Cercospora,0.005649717514124294,0.0976291232638889,accepted,Cercospora,0.9975191354751587,False,False
val,cercospora/ff30a36714b3c0d6c24e.jpg,Cercospora,0.0,0.06027560763888889,uncertain,Cercospora,0.935346782207489,False,False
val,healthy/0f6d88831b7418498614.jpg,Healthy,0.0,0.3124728732638889,accepted,Healthy,0.9909127950668335,False,False
val,healthy/139c85a3aeb042dee711.jpg,Healthy,0.01664313252629742,0.7598982445987654,accepted,Healthy,0.9988868832588196,False,False
val,healthy/2c90e7c6c5fb4faa5696.jpg,Healthy,4.3952180028129396e-05,0.30859375,accepted,Healthy,0.994453489780426,False,False
val,healthy/3024d9f62bd820030cdf.jpg,Healthy,4.3952180028129396e-05,0.30859375,accepted,Healthy,0.9888452887535095,False,False
val,healthy/338c0224e505bf8448f3.jpg,Healthy,0.0013844023996308261,0.3820936414930556,accepted,Healthy,0.9960824251174927,False,False
val,healthy/34ce36ebbb3cb3aeabea.jpg,Healthy,0.0,0.3250054253472222,accepted,Healthy,0.9902774095535278,False,False
val,healthy/3adb90cc19cafca4c651.jpg,Healthy,0.0001301913813305559,0.3125406901041667,accepted,Healthy,0.9871888756752014,False,False
val,healthy/42a5625352848b84d2a0.jpg,Healthy,0.0003723701359150996,0.3642442491319444,accepted,Healthy,0.9970216155052185,False,False
val,healthy/443e3f5708becba6bdbf.jpg,Healthy,0.016065416065416064,0.4229736328125,accepted,Healthy,0.9966435432434082,False,False
val,healthy/4c6eecfbd25124edf45a.jpg,Healthy,0.0004407065995813287,0.3693169487847222,accepted,Healthy,0.9915329813957214,False,False
val,healthy/51bbbd79ee3a1189865a.jpg,Healthy,0.016362411370271744,0.4227566189236111,accepted,Healthy,0.9933651089668274,False,False
val,healthy/5d7ed63cb781f5b95d97.jpg,Healthy,0.0004407065995813287,0.3693169487847222,accepted,Healthy,0.9971778392791748,False,False
val,healthy/70bb63988fb716cecdb1.jpg,Healthy,0.016065416065416064,0.4229736328125,accepted,Healthy,0.9921560287475586,False,False
val,healthy/732ae12591e6227dbf79.jpg,Healthy,0.0,0.3251139322916667,accepted,Healthy,0.9918596148490906,False,False
val,healthy/73924ec5ec291be954e3.jpg,Healthy,0.0,0.3250054253472222,accepted,Healthy,0.9949321150779724,False,False
val,healthy/7542e6d035103321f08d.jpg,Healthy,0.0020061568261215456,0.3921305338541667,accepted,Healthy,0.9988069534301758,False,False
val,healthy/771d315699d32f6aff09.jpg,Healthy,0.0006609142647328804,0.3693983289930556,accepted,Healthy,0.9961877465248108,False,False
val,healthy/77747f1b2da7795240b4.jpg,Healthy,0.0,0.2922227647569444,accepted,Healthy,0.9951725602149963,False,False
val,healthy/77bb1801a23e193b285c.jpg,Healthy,0.0020072676933725556,0.3919135199652778,accepted,Healthy,0.9944884777069092,False,False
val,healthy/7f2eeccaa9446dc8ceb4.jpg,Healthy,0.0009521049799230037,0.3276502821180556,accepted,Healthy,0.9673179388046265,False,False
val,healthy/8dddf8ca6dac42069412.jpg,Healthy,0.016881028938906754,0.3037109375,uncertain,Healthy,0.760025680065155,False,False
val,healthy/9454be6baaf09b6ae367.jpg,Healthy,0.0006609142647328804,0.3693983289930556,accepted,Healthy,0.9879533052444458,False,False
val,healthy/9e4065f8b6dbb43f09b1.jpg,Healthy,0.016881028938906754,0.3037109375,accepted,Healthy,0.982172429561615,False,False
val,healthy/a08ddbc5d3e772b3b2cf.jpg,Healthy,0.0003723701359150996,0.3642442491319444,accepted,Healthy,0.9970833659172058,False,False
val,healthy/a5a499b8fb29160c0473.jpg,Healthy,0.0009937065253395165,0.3275824652777778,accepted,Healthy,0.9931713342666626,False,False
val,healthy/b318073cacd07821fba7.jpg,Healthy,0.0009937065253395165,0.3275824652777778,uncertain,Healthy,0.9376571178436279,False,False
val,healthy/b5f35a35ef2034f807e3.jpg,Healthy,0.0,0.3124728732638889,accepted,Healthy,0.9935675263404846,False,False
val,healthy/b93ce31688be3b18a59b.jpg,Healthy,4.394831677946735e-05,0.3086208767361111,accepted,Healthy,0.9937217831611633,False,False
val,healthy/bce25abbe9dce75ec9ab.jpg,Healthy,0.0,0.2921006944444444,accepted,Healthy,0.9958859086036682,False,False
val,healthy/bffca411577a42d52ba2.jpg,Healthy,0.00033504578959124413,0.3643391927083333,accepted,Healthy,0.9973763227462769,False,False
val,healthy/c24278257514c33db035.jpg,Healthy,0.0,0.3251139322916667,accepted,Healthy,0.9973618388175964,False,False
val,healthy/c54f207a9c92ae69dc98.jpg,Healthy,0.0009521049799230037,0.3276502821180556,accepted,Healthy,0.985997200012207,False,False
val,healthy/c8eb39254e29f29543ce.jpg,Healthy,0.016959742926001962,0.3039008246527778,uncertain,Healthy,0.8239286541938782,False,False
val,healthy/ca121f153ec18cc2e63d.jpg,Healthy,0.016959742926001962,0.3039008246527778,accepted,Healthy,0.9595906138420105,False,False
val,healthy/cb1f5f02b806e4b8bb58.jpg,Healthy,0.0001301913813305559,0.3125406901041667,accepted,Healthy,0.9926832318305969,False,False
val,healthy/cc7bfff32510bea41399.jpg,Healthy,4.394831677946735e-05,0.3086208767361111,accepted,Healthy,0.9946615099906921,False,False
val,healthy/d7ee5954bdc5d0f1d2ec.jpg,Healthy,0.00033504578959124413,0.3643391927083333,accepted,Healthy,0.9960826635360718,False,False
val,healthy/d801f6fa30ce8f22693f.jpg,Healthy,0.0020061568261215456,0.3921305338541667,accepted,Healthy,0.9966728687286377,False,False
val,healthy/e94882dee220a6398a13.jpg,Healthy,0.0020072676933725556,0.3919135199652778,accepted,Healthy,0.9980754852294922,False,False
val,healthy/ead0a0eeb5ab86206d46.jpg,Healthy,0.016362411370271744,0.4227566189236111,accepted,Healthy,0.9922317266464233,False,False
val,healthy/f739029539f595270dbc.jpg,Healthy,0.0,0.2921006944444444,accepted,Healthy,0.9962019324302673,False,False
val,healthy/f749a10ef48cf5f3ea8c.jpg,Healthy,0.0013844023996308261,0.3820936414930556,accepted,Healthy,0.9913448095321655,False,False
val,healthy/fb9c603dcbb11f5c1f9e.jpg,Healthy,0.001741007695254013,0.3895263671875,accepted,Healthy,0.9976557493209839,False,False
val,leaf_rust/0036b59e689c8a1d5ee4.jpg,Leaf Rust,0.22073969317797523,0.29411711516203703,accepted,Leaf Rust,0.9977849125862122,False,False
val,leaf_rust/02f924d19ac5aa9ec5c3.jpg,Leaf Rust,0.09075036374974017,0.21751121238425927,accepted,Leaf Rust,0.9947786331176758,False,False
val,leaf_rust/0359af9334a3552276ed.jpg,Leaf Rust,0.020718536477848798,0.3076850043402778,accepted,Leaf Rust,0.99887615442276,False,False
val,leaf_rust/039b283932dd1bd690e5.jpg,Leaf Rust,0.2053482425345642,0.20863172743055555,accepted,Leaf Rust,0.9987358450889587,False,False
val,leaf_rust/065325c4e49d55ca43ae.jpg,Leaf Rust,0.18988562766983602,0.13123914930555555,accepted,Leaf Rust,0.9947354197502136,False,False
val,leaf_rust/092f0ee4539ffe44ae85.jpg,Leaf Rust,0.05463798147245246,0.4450954861111111,accepted,Leaf Rust,0.9532318711280823,False,False
val,leaf_rust/0e6b564b9a03e794d170.jpg,Leaf Rust,0.1139369729249889,0.20372178819444445,rejected,,,False,False
val,leaf_rust/112651f07eb9b3d28b81.jpg,Leaf Rust,0.25597079037800685,0.2105034722222222,accepted,Leaf Rust,0.9890822172164917,False,False
val,leaf_rust/11db3a1e2df5ac97efac.jpg,Leaf Rust,0.009592529711375213,0.3195529513888889,accepted,Leaf Rust,0.9962576627731323,False,False
val,leaf_rust/144734f5758530b0b224.jpg,Leaf Rust,0.09449644327967054,0.3622775607638889,accepted,Leaf Rust,0.9960739612579346,False,False
val,leaf_rust/17dcc49d38ea8cfbf65b.jpg,Leaf Rust,0.009569794249423638,0.3118082682291667,accepted,Leaf Rust,0.9477220177650452,False,False
val,leaf_rust/18fea74976bd5162a330.jpg,Leaf Rust,0.057784370575146654,0.13410554108796297,accepted,Leaf Rust,0.9962862730026245,False,False
val,leaf_rust/193f2cd471cb6865552d.jpg,Leaf Rust,0.24896701975809482,0.120361328125,accepted,Leaf Rust,0.997664213180542,False,False
val,leaf_rust/1dbeb2ead626e8bb0846.jpg,Leaf Rust,0.018351660475892758,0.3688015407986111,accepted,Leaf Rust,0.9982805252075195,False,False
val,leaf_rust/1e529559803dbd282016.jpg,Leaf Rust,0.03386876799515078,0.11933955439814815,uncertain,Leaf Rust,0.8675005435943604,False,False
val,leaf_rust/223c558d1a229622e46c.jpg,Leaf Rust,0.031857381902432744,0.14049840856481483,accepted,Leaf Rust,0.998472273349762,False,False
val,leaf_rust/23e61efacf263521b779.jpg,Leaf Rust,0.04279807799754162,0.08091905381944445,accepted,Leaf Rust,0.9940484762191772,False,False
val,leaf_rust/275ab917063ba8620dfa.jpg,Leaf Rust,0.05463798147245246,0.4450954861111111,uncertain,Leaf Rust,0.926747739315033,False,False
val,leaf_rust/28c0945d053e48094ae8.jpg,Leaf Rust,0.11197321136883372,0.4982096354166667,accepted,Leaf Rust,0.9978280663490295,False,False
val,leaf_rust/2921c1de224fe5a79061.jpg,Leaf Rust,0.09449644327967054,0.3622775607638889,accepted,Leaf Rust,0.9967584013938904,False,False
val,leaf_rust/2924e6c28693c3b31a1c.jpg,Leaf Rust,0.04526946107784431,0.1132541232638889,accepted,Leaf Rust,0.9952730536460876,False,False
val,leaf_rust/29b0d8580845e754e98d.jpg,Leaf Rust,0.18349504577090547,0.2637351707175926,accepted,Leaf Rust,0.9963626265525818,False,False
val,leaf_rust/2a1fb9654be7aadace1d.jpg,Leaf Rust,0.04614181438998957,0.10405815972222222,accepted,Leaf Rust,0.9990177154541016,False,False
val,leaf_rust/2a236deb37d9d40acc91.jpg,Leaf Rust,0.009861751152073732,0.09810836226851852,accepted,Leaf Rust,0.9955379962921143,False,False
val,leaf_rust/2a5b78d28dbe15c0720a.jpg,Leaf Rust,0.13934034416826005,0.07566550925925926,accepted,Leaf Rust,0.9587578773498535,False,False
val,leaf_rust/343eb250ffac6da3711f.jpg,Leaf Rust,0.21514215967834577,0.25188078703703703,accepted,Leaf Rust,0.9941797256469727,False,False
val,leaf_rust/35132746d751677ebb15.jpg,Leaf Rust,0.24558823529411763,0.09223090277777778,accepted,Leaf Rust,0.9980213642120361,False,False
val,leaf_rust/3736bcb35d2f15da2f26.jpg,Leaf Rust,0.19690893084221853,0.1848777488425926,accepted,Leaf Rust,0.9983555674552917,False,False
val,leaf_rust/3834eea35872c97598f3.jpg,Leaf Rust,0.009592529711375213,0.3195529513888889,accepted,Leaf Rust,0.9768001437187195,False,False
val,leaf_rust/3cd02be2c1d81689a80e.jpg,Leaf Rust,0.5073039896546769,0.18879304108796297,accepted,Leaf Rust,0.9980781078338623,False,False
val,leaf_rust/3ce504db40602e323745.jpg,Leaf Rust,0.009569794249423638,0.3118082682291667,accepted,Leaf Rust,0.9607405662536621,False,False
val,leaf_rust/3e1a4ec0298545f9b578.jpg,Leaf Rust,0.020718536477848798,0.3076850043402778,accepted,Leaf Rust,0.9993422627449036,False,False
val,leaf_rust/3e771b0e67defe29351c.jpg,Leaf Rust,0.07281423207580905,0.3034396701388889,accepted,Leaf Rust,0.9987694621086121,False,False
val,leaf_rust/4002b38ba7d2c2a36942.jpg,Leaf Rust,0.06179834225160004,0.086181640625,accepted,Leaf Rust,0.9963458180427551,False,False
val,leaf_rust/4432b4d6a72cb14598c1.jpg,Leaf Rust,0.37491463692237653,0.07944516782407407,accepted,Leaf Rust,0.9951935410499573,False,False
val,leaf_rust/47e9beff6113d963660c.jpg,Leaf Rust,0.04431926878520565,0.08507848668981481,accepted,Leaf Rust,0.9945634007453918,False,False
val,leaf_rust/483e4e9da683d499e5b2.jpg,Leaf Rust,0.09605509216658256,0.4569363064236111,accepted,Leaf Rust,0.9968782663345337,False,False
val,leaf_rust/48b1171328c6aeff77bb.jpg,Leaf Rust,0.009890902916330602,0.3195122612847222,accepted,Leaf Rust,0.9875838160514832,False,False
val,leaf_rust/49a9c1ef1225b32a1ad5.jpg,Leaf Rust,0.18859364873622814,0.09766529224537036,accepted,Leaf Rust,0.992745041847229,False,False
val,leaf_rust/4aa9b30fcda900a52f43.jpg,Leaf Rust,0.17576638294927688,0.1306694878472222,accepted,Leaf Rust,0.9990561604499817,False,False
val,leaf_rust/514fdce1fa8cf51bb19b.jpg,Leaf Rust,0.09664389664389664,0.4566786024305556,accepted,Leaf Rust,0.9959298968315125,False,False
val,leaf_rust/546508968042c5c746a7.jpg,Leaf Rust,0.06117375477226316,0.10184280960648148,accepted,Cercospora,0.9879155158996582,True,True
val,leaf_rust/555d80b60767d6680cba.jpg,Leaf Rust,0.15076979376323288,0.34592918113425924,accepted,Leaf Rust,0.9897158741950989,False,False
val,leaf_rust/5739b1f954ac2ab8e836.jpg,Leaf Rust,0.5655289003381098,0.11232277199074074,accepted,Leaf Rust,0.9926067590713501,False,False
val,leaf_rust/59195dab60dec4793e41.jpg,Leaf Rust,0.18829964328180737,0.19011320891203703,accepted,Leaf Rust,0.9638170599937439,False,False
val,leaf_rust/623f91073eea3bd10894.jpg,Leaf Rust,0.16126068179729855,0.09840675636574074,accepted,Leaf Rust,0.9838491678237915,False,False
val,leaf_rust/6310f633bf5480b33252.jpg,Leaf Rust,0.009890902916330602,0.3195122612847222,accepted,Leaf Rust,0.9841393232345581,False,False
val,leaf_rust/6419f742a1a7b85e965d.jpg,Leaf Rust,0.0724275054733926,0.3035617404513889,accepted,Leaf Rust,0.9984427094459534,False,False
val,leaf_rust/6aac40c82f5dc9c6526b.jpg,Leaf Rust,0.23937153419593346,0.15653935185185186,accepted,Leaf Rust,0.9970880150794983,False,False
val,leaf_rust/6d2eda3548d3e5dc0545.jpg,Leaf Rust,0.2235856717495263,0.10021520543981481,accepted,Leaf Rust,0.9947022795677185,False,False
val,leaf_rust/6e71baa6f3226ecb0095.jpg,Leaf Rust,0.3830732553099263,0.16688368055555555,accepted,Leaf Rust,0.9959909319877625,False,False
val,leaf_rust/7648792fe748cb501f7e.jpg,Leaf Rust,0.24823418615601947,0.23043258101851852,accepted,Leaf Rust,0.994809627532959,False,False
val,leaf_rust/7b356ec8f8d6c81341c6.jpg,Leaf Rust,0.533430121494613,0.11833586516203703,accepted,Leaf Rust,0.9929621815681458,False,False
val,leaf_rust/7cb044142af468cb4861.jpg,Leaf Rust,0.01794843502887197,0.3687744140625,accepted,Leaf Rust,0.995510458946228,False,False
val,leaf_rust/80e6696c6b330565894e.jpg,Leaf Rust,0.7023184385217478,0.1825267650462963,accepted,Leaf Rust,0.996334433555603,False,False
val,leaf_rust/81a5a41b1a984ef6c2a2.jpg,Leaf Rust,0.05856057219490389,0.2225025318287037,accepted,Leaf Rust,0.9987325072288513,False,False
val,leaf_rust/81d7caac12c57fb5e451.jpg,Leaf Rust,0.07342157038096941,0.3033311631944444,accepted,Leaf Rust,0.9992152452468872,False,False
val,leaf_rust/82df70282ea1d30fc3ba.jpg,Leaf Rust,0.03181733108740408,0.09662543402777778,accepted,Leaf Rust,0.9962053894996643,False,False
val,leaf_rust/893febd1d1086e89ff1d.jpg,Leaf Rust,0.2066428421273912,0.0860279224537037,accepted,Cercospora,0.996856689453125,True,True
val,leaf_rust/8ac0ca5d84cd2fe84dd9.jpg,Leaf Rust,0.2727655986509275,0.08579282407407407,accepted,Leaf Rust,0.9951903820037842,False,False
val,leaf_rust/93bd5832639a2c9144bb.jpg,Leaf Rust,0.17791868705706826,0.16969581886574073,accepted,Leaf Rust,0.998960018157959,False,False
val,leaf_rust/956e44c782951d765399.jpg,Leaf Rust,0.09917463644700641,0.06901945891203703,accepted,Leaf Rust,0.9952999353408813,False,False
val,leaf_rust/95e623318c8decabe57d.jpg,Leaf Rust,0.4135032416722558,0.20222981770833334,accepted,Leaf Rust,0.9892794489860535,False,False
val,leaf_rust/9647d3ce0113b5be4a18.jpg,Leaf Rust,0.020577219651905707,0.3078206380208333,accepted,Leaf Rust,0.999594509601593,False,False
val,leaf_rust/96ed6801aca171ee319c.jpg,Leaf Rust,0.4188333968738086,0.11858904803240741,accepted,Leaf Rust,0.9969646334648132,False,False
val,leaf_rust/97cd02acade79428d551.jpg,Leaf Rust,0.15470233840498315,0.08855070891203703,accepted,Leaf Rust,0.9974125027656555,False,False
val,leaf_rust/98ac3889ab5dd4e2fa25.jpg,Leaf Rust,0.11197321136883372,0.4982096354166667,accepted,Leaf Rust,0.9960964322090149,False,False
val,leaf_rust/9aa95d357e9baec30856.jpg,Leaf Rust,0.055210048167794644,0.4449055989583333,uncertain,Leaf Rust,0.8829865455627441,False,False
val,leaf_rust/9c241ec62985b1bdca31.jpg,Leaf Rust,0.057175648181960456,0.17333080150462962,accepted,Leaf Rust,0.999135434627533,False,False
val,leaf_rust/9ef9c336bd91fcc82388.jpg,Leaf Rust,0.009609531263588138,0.3119303385416667,accepted,Leaf Rust,0.9886245727539062,False,False
val,leaf_rust/9f66bbc01ee1bfd81bbc.jpg,Leaf Rust,0.06839729119638827,0.08011429398148148,accepted,Leaf Rust,0.9978721141815186,False,False
